876,43,17172,749172,660944,14972
877,46,26969,246313,192414,10013
878,49,36766,695048,234492,5248
879,52,46563,195377,787760,35677
880,55,56360,647300,902800,31300
881,58,66157,150817,580194,27117
882,61,75954,605928,770524,23128
883,64,20751,112633,524372,19333
884,67,30548,570932,792320,15732
885,25,40345,80825,624950,12325
886,28,50142,542312,22844,9112
887,31,59939,55393,886584,6093
888,34,69736,520068,366752,38268
889,37,79533,36337,363930,35637
890,40,24330,504200,878700,33200
891,43,34127,23657,11644,30957
892,46,43924,494708,613344,28908
893,49,53721,17353,784382,27053
894,52,63518,491592,525340,25392
895,55,73315,17425,786800,23925
896,58,18112,494852,619344,22652
897,61,27909,23873,23554,21573
898,64,37706,504488,900012,20688
899,67,47503,36697,399300,19997
900,25,57300,520500,422000,19500
901,28,67097,55897,18694,19197
902,31,76894,542888,139964,19088
903,34,21691,81473,786392,19173
904,37,31488,571652,58560,19452
905,40,41285,113425,807050,19925
906,43,51082,606792,182444,20592
907,46,60879,151753,85324,21453
908,49,70676,648308,516272,22508
909,52,15473,196457,525870,23757
910,55,25270,696200,114700,25200
911,58,35067,247537,233344,26837
912,61,44864,750468,882384,28668
913,64,54661,304993,162402,30693
914,67,64458,811112,923980,32912
915,25,74255,368825,317700,35325
916,28,19052,878132,244144,37932
917,31,28849,439033,703894,5733
918,34,38646,1528,747532,8728
919,37,48443,515617,375640,11917
920,40,58240,81300,538800,15300
921,43,68037,598577,287594,18877
922,46,77834,167448,572604,22648
923,49,22631,687913,444412,26613
924,52,32428,259972,853600,30772
925,55,42225,783625,850750,35125
926,58,52022,358872,436444,4672
927,61,61819,885713,561264,9413
928,64,71616,464148,275792,14348
929,67,16413,44177,530610,19477
930,25,26210,575800,376300,24800
931,28,36007,159017,763444,30317
932,31,45804,693828,742624,36028
933,34,55601,280233,314422,6933
934,37,65398,818232,429420,13032
935,40,75195,407825,138200,19325
936,43,19992,949012,391344,25812
937,46,29789,541793,239434,32493
938,49,39586,136168,633052,39368
939,52,49383,682137,622780,11437
940,55,59180,279700,209200,18700
941,58,68977,828857,342894,26157
942,61,78774,429608,74444,33808
943,64,23571,31953,354432,6653
944,67,33368,585892,233440,14692
945,25,43165,191425,662050,22925
946,28,52962,748552,690844,31352
947,31,62759,357273,320404,4973
948,34,72556,917588,501312,13788
949,37,17353,529497,284150,22797
950,40,27150,143000,619500,32000
951,43,36947,708097,557944,6397
952,46,46744,324788,100064,15988
953,49,56541,893073,196442,25773
954,52,66338,512952,847660,35752
955,55,76135,134425,154300,10925
956,58,20932,707492,16944,21292
957,61,30729,332153,436174,31853
958,64,40526,908408,462572,7608
959,67,50323,536257,96720,18557
960,25,60120,165700,289200,29700
961,28,69917,746737,90594,6037
962,31,79714,379368,451484,17568
963,34,24511,13593,422452,29293
964,37,34308,599412,4080,6212
965,40,44105,236825,146950,18325
966,43,53902,825832,851644,30632
967,46,63699,466433,218744,8133
968,49,73496,108628,148832,20828
969,52,18293,702417,642490,33717
970,55,28090,347800,750300,11800
971,58,37887,944777,472844,25077
972,61,47684,593348,760704,38548
973,64,57481,243513,664462,17213
974,67,67278,845272,184700,31072
975,25,77075,498625,272000,10125
976,28,21872,153572,926944,24372
977,31,31669,760113,250114,38813
978,34,41466,418248,142092,18448
979,37,51263,77977,603460,33277
980,40,61060,689300,684800,13300
981,43,70857,352217,386694,28517
982,46,15654,16728,659724,8928
983,49,25451,632833,554472,24533
984,52,35248,300532,71520,5332
985,55,45045,919825,161450,21325
986,58,54842,590712,824844,37512
987,61,64639,263193,162284,18893
988,64,74436,887268,74352,35468
989,67,19233,562937,561630,17237
990,25,29030,240200,674700,34200
991,28,38827,869057,414144,16357
992,31,48624,549508,730544,33708
993,34,58421,231553,674482,16253
994,37,68218,865192,246540,33992
995,40,78015,550425,397300,16925
996,43,22812,237252,177344,35052
997,46,32609,875673,537254,18373
998,49,42406,565688,527612,36888
999,52,52203,257297,149000,20597
1000,55,62000,900500,352000,4500
